Data Type - Imports for Consumption,Total,Year 1997,Year 1998,Year 1999,Year 2000,Year 2001,Year 2002,Year 2003,Year 2004,Year 2005,Year 2006,Year 2007,Year 2008,Year 2009,Year 2010,Year 2011,Year 2012,Year 2013,Year 2014,Year 2015,Year 2016,Year 2017,Year 2018,Percent Change 2017 - 2018
Customs Value,,85004792532,93017357785,109018159366,134734401583,130508931195,134121175240,137199254195,154958770766,169216100972,197055599293,210158774387,216328394446,176308701638,229216727884,262256017504,276293398492,277867177564,293916093259,294638003845,292138895117,311729403245,346731902512,11.2
