Data Type - General Imports,Total,Year 1997,Year 1998,Year 1999,Year 2000,Year 2001,Year 2002,Year 2003,Year 2004,Year 2005,Year 2006,Year 2007,Year 2008,Year 2009,Year 2010,Year 2011,Year 2012,Year 2013,Year 2014,Year 2015,Year 2016,Year 2017,Year 2018,Percent Change 2017 - 2018
General Customs Value,,85872344740,94708666043,109706486039,135910533679,131432956779,134732185087,138073296952,155845665796,170197883805,198258639178,210799020880,215914854328,176537048132,229985623006,262873595958,277593639546,280556040242,295729962846,296433325024,293500606660,312808758044,346100585788,10.6
