Data Type for Domestic Exports,Total,Year 1997,Year 1998,Year 1999,Year 2000,Year 2001,Year 2002,Year 2003,Year 2004,Year 2005,Year 2006,Year 2007,Year 2008,Year 2009,Year 2010,Year 2011,Year 2012,Year 2013,Year 2014,Year 2015,Year 2016,Year 2017,Year 2018,Percent Change 2017 - 2018
FAS Value,,68393219447,75369300051,81380740167,100442093551,90537433805,86076081837,83108095962,93017703250,101666660721,114562325618,119381113659,131507405077,105717657221,131817848197,159946770263,174832639247,181558730512,193345359115,185992248190,176692129964,187135652658,203980108492,9.0
