Data Type - Total Exports,Total,Year 1997,Year 1998,Year 1999,Year 2000,Year 2001,Year 2002,Year 2003,Year 2004,Year 2005,Year 2006,Year 2007,Year 2008,Year 2009,Year 2010,Year 2011,Year 2012,Year 2013,Year 2014,Year 2015,Year 2016,Year 2017,Year 2018,Percent Change 2017 - 2018
FAS Value,,71378310439,79010087472,87044038183,111720877976,101509075013,97530612979,97457419506,110775284845,120048914393,134167083053,136541261807,151538591944,128997679354,163664645537,198288737278,215875115867,225954367783,241007162317,236460137152,230228833903,243507520813,265442787072,9.0
