"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy","Partner Economy Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2013","","","","29201.795817"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2014","","","","30027.339756"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2015","","","","27654.611436"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2016","","","","27685.063929"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2017","","","","29248.683412"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2018","","","","30638.235018"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AGFO","Food","A","Annual","A","Annual","USM","Million US dollar","2013","","","","25113.381496"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AGFO","Food","A","Annual","A","Annual","USM","Million US dollar","2014","","","","25811.334091"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AGFO","Food","A","Annual","A","Annual","USM","Million US dollar","2015","","","","23555.3226"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AGFO","Food","A","Annual","A","Annual","USM","Million US dollar","2016","","","","23587.148523"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AGFO","Food","A","Annual","A","Annual","USM","Million US dollar","2017","","","","24892.332674"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","AGFO","Food","A","Annual","A","Annual","USM","Million US dollar","2018","","","","25977.588648"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2013","","","","301564.52244"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2014","","","","316657.405991"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2015","","","","320269.21684"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2016","","","","312730.523909"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2017","","","","330324.398433"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2018","","","","357489.919029"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","2013","","","","43120.414915"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","2014","","","","45544.189248"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","2015","","","","42799.095801"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","2016","","","","40979.046193"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","2017","","","","44176.35716"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACH","Chemicals","A","Annual","A","Annual","USM","Million US dollar","2018","","","","48801.007728"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","2013","","","","5545.242012"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","2014","","","","5475.728094"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","2015","","","","5317.625977"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","2016","","","","4633.179459"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","2017","","","","4747.171065"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACHPH","Pharmaceuticals","A","Annual","A","Annual","USM","Million US dollar","2018","","","","5283.507318"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2013","","","","3230.651259"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2014","","","","3586.796739"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2015","","","","3786.29633"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2016","","","","3718.696085"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2017","","","","3628.540958"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MACL","Clothing","A","Annual","A","Annual","USM","Million US dollar","2018","","","","4110.291742"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2013","","","","10461.505311"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2014","","","","11385.552785"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2015","","","","11010.661386"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2016","","","","9841.823354"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2017","","","","11594.0449"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAIS","Iron and steel","A","Annual","A","Annual","USM","Million US dollar","2018","","","","12717.121351"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2013","","","","180881.124551"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2014","","","","188244.084051"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2015","","","","192029.611035"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2016","","","","189767.276337"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2017","","","","198914.787926"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMT","Machinery and transport equipment","A","Annual","A","Annual","USM","Million US dollar","2018","","","","215950.134915"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","A","Annual","A","Annual","USM","Million US dollar","2013","","","","40322.632965"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","A","Annual","A","Annual","USM","Million US dollar","2014","","","","43108.539836"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","A","Annual","A","Annual","USM","Million US dollar","2015","","","","44836.229305"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","A","Annual","A","Annual","USM","Million US dollar","2016","","","","44432.642468"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","A","Annual","A","Annual","USM","Million US dollar","2017","","","","49829.951567"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTAU","Automotive products","A","Annual","A","Annual","USM","Million US dollar","2018","","","","53130.456186"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","A","Annual","A","Annual","USM","Million US dollar","2013","","","","64027.06548"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","A","Annual","A","Annual","USM","Million US dollar","2014","","","","64008.531167"
"Merchandise trade values","ITS_MTV_AM","Merchandise imports by product group – annual","484","Mexico","000","World","SITC3","Merchandise - SITC Revision 3 (aggregates)","MAMTOF","Office and telecom equipment","A","Annual","A","Annual","USM","Million US dollar","2015","","","","63751.677228"
